title,http://bibframe.org/vocab/Title,4,4
title,http://erlangen-crm.org/current/E35_Title,4,4
title,http://iflastandards.info/ns/isbd/elements/C2004,0,0
title,http://iflastandards.info/ns/isbd/elements/C2021,0,0
title,http://iflastandards.info/ns/isbd/elements/C2022,0,0
title,http://iflastandards.info/ns/isbd/elements/C2024,0,0
title,http://iflastandards.info/ns/isbd/elements/C2025,0,0
title,http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Title,2,2
title,http://purl.obolibrary.org/obo/IAO_0000305,2.5,3
title,http://purl.obolibrary.org/obo/IAO_0000329,2,2
title,http://purl.obolibrary.org/obo/MI_1091,1,1
title,http://purl.obolibrary.org/obo/MS_1000796,1,1
title,http://purl.obolibrary.org/obo/MS_1000809,1,1
title,http://purl.obolibrary.org/obo/MS_1001416,1,1
title,http://purl.obolibrary.org/obo/OBI_0001622,1,1
title,http://purl.org/obo/owl/MS#MS_1000796,0.5,1
title,http://purl.org/obo/owl/MS#MS_1000809,0.5,1
title,http://purl.org/obo/owl/MS#MS_1001416,1,1
title,http://purl.org/ontology/po/Subtitle,1,1
title,http://purl.org/spar/doco/ChapterSubtitle,1,1
title,http://purl.org/spar/doco/ChapterTitle,1.5,2
title,http://purl.org/spar/doco/SectionSubtitle,1,1
title,http://purl.org/spar/doco/SectionTitle,1.5,2
title,http://purl.org/spar/doco/Subtitle,1.5,2
title,http://purl.org/spar/doco/Title,3.5,4
title,http://semanticscience.org/resource/CHEMINF_000476,1,1
title,http://vocab.deri.ie/br#ObjTitle,0.5,1
title,http://www.loc.gov/mads/rdf/v1#MainTitleElement,0.5,1
title,http://www.loc.gov/mads/rdf/v1#NameTitle,1,1
title,http://www.loc.gov/mads/rdf/v1#SubTitleElement,1,1
title,http://www.loc.gov/mads/rdf/v1#Title,1,1
title,http://www.loc.gov/mads/rdf/v1#TitleElement,0.5,1
title,http://www.ontotext.com/proton/protonext#JobTitle,1,1
title,http://www.w3.org/2006/vcard/ns#Title,1,1
time,http://acm.rkbexplorer.com/ontologies/acm#H.2.4.2,0,0
time,http://acm.rkbexplorer.com/ontologies/acm#H.4.1.4,0,0
time,http://acm.rkbexplorer.com/ontologies/acm#J.7.6,1,1
time,http://def.seegrid.csiro.au/isotc211/iso19103/2005/basic#Time,4,4
time,http://def.seegrid.csiro.au/isotc211/iso19108/2002/temporal#ClockTime,2,2
time,http://def.seegrid.csiro.au/isotc211/iso19108/2002/temporal#DateAndTime,2,2
time,http://def.seegrid.csiro.au/isotc211/iso19156/2011/observation#TimeSeriesObservation,0,0
time,http://erlangen-crm.org/current/E49_Time_Appellation,0,0
time,http://erlangen-crm.org/current/E52_Time-Span,2,2
time,http://escience.rpi.edu/ontology/vsto/2/0/vsto.owl#DateTimeInterval,2,2
time,http://escience.rpi.edu/ontology/vsto/2/0/vsto.owl#Time,1,1
time,http://eulersharp.sourceforge.net/2003/03swap/quantitiesExtension#Time,2.5,3
time,http://kdo.render-project.eu/kdo#Sentiment,0,0
time,http://ns.inria.fr/prissma/v1#Time,4,4
time,http://obi.sourceforge.net/ontology/OBI.owl#OBI_63,1.5,2
time,http://obi.sourceforge.net/ontology/OBI.owl#OBI_64,1.5,2
time,http://openprovenance.org/model/opmo#OTime,2,2
time,http://purl.obolibrary.org/obo/CMO_0000932,0,0
time,http://purl.obolibrary.org/obo/CMO_0000942,0,0
time,http://purl.obolibrary.org/obo/CMO_0001044,0,0
time,http://purl.obolibrary.org/obo/CMO_0001115,0,0
time,http://purl.obolibrary.org/obo/CMO_0001264,0,0
time,http://purl.obolibrary.org/obo/CMO_0001450,0,0
time,http://purl.obolibrary.org/obo/CMO_0001457,0,0
time,http://purl.obolibrary.org/obo/CMO_0001713,0,0
time,http://purl.obolibrary.org/obo/CMO_0001907,0,0
time,http://purl.obolibrary.org/obo/CMO_0001962,0,0
time,http://purl.obolibrary.org/obo/CMO_0002017,0,0
time,http://purl.obolibrary.org/obo/FLU_0000910,0,0
time,http://purl.obolibrary.org/obo/FLU_0000979,0,0
time,http://purl.obolibrary.org/obo/IDOMAL_0002123,0.5,1
time,http://purl.obolibrary.org/obo/MIRO_20000108,0,0
time,http://purl.obolibrary.org/obo/MS_1000550,0,0
time,http://purl.obolibrary.org/obo/MS_1000595,0,0
time,http://purl.obolibrary.org/obo/MS_1001815,0,0
time,http://purl.obolibrary.org/obo/PATO_0000165,3,3
time,http://purl.obolibrary.org/obo/PATO_0000166,1,1
time,http://purl.obolibrary.org/obo/PATO_0000168,1,1
time,http://purl.obolibrary.org/obo/PATO_0000656,1,1
time,http://purl.obolibrary.org/obo/PATO_0000710,1,1
time,http://purl.obolibrary.org/obo/PATO_0000711,1,1
time,http://purl.obolibrary.org/obo/PATO_0000713,1,1
time,http://purl.obolibrary.org/obo/PATO_0001215,1,1
time,http://purl.obolibrary.org/obo/SBO_0000345,2,2
time,http://purl.obolibrary.org/obo/UO_0000003,1.5,2
time,http://purl.obolibrary.org/obo/VT_0002636,0,0
time,http://purl.obolibrary.org/obo/WBbt_0005765,2,2
time,http://purl.org/library/InteractiveMultimedia,0,0
time,http://purl.org/linked-data/sdmx#NonObsTimeRole,2,2
time,http://purl.org/linked-data/sdmx#TimeRole,2,2
time,http://purl.org/obo/owl/MS#MS_1000550,1,1
time,http://purl.org/obo/owl/MS#MS_1000595,0,0
time,http://purl.org/obo/owl/MS#MS_1001815,0,0
time,http://purl.org/obo/owl/UO#UO_0000003,1,1
time,http://purl.org/ontology/af/TimeSignature,0,0
time,http://purl.org/prog/TimeSlot,1,1
time,http://qudt.org/schema/qudt#AreaTimeTemperatureUnit,0,0
time,http://qudt.org/schema/qudt#TimeUnit,1,1
time,http://semanticweb.cs.vu.nl/2009/11/sem/Time,2.5,3
time,http://semanticweb.cs.vu.nl/2009/11/sem/TimeType,2,2
time,http://vivoweb.org/ontology/core#DateTimeInterval,2,2
time,http://vivoweb.org/ontology/core#DateTimeValue,2,2
time,http://vivoweb.org/ontology/core#TimeInterval,1.5,2
time,http://vocab.deri.ie/cogs#DatetimeConversion,0,0
time,http://www.essepuntato.it/2012/04/tvc/ValueInTime,2,2
time,http://www.europeana.eu/schemas/edm/TimeSpan,1.5,2
time,http://www.freeclass.eu/freeclass_v1#C_A1-tax,0,0
time,http://www.freeclass.eu/freeclass_v1#C_A104-gen,0,0
time,http://www.freeclass.eu/freeclass_v1#C_A104-tax,0,0
time,http://www.freeclass.eu/freeclass_v1#C_A1283-gen,0,0
time,http://www.freeclass.eu/freeclass_v1#C_A1463-gen,0,0
time,http://www.freeclass.eu/freeclass_v1#C_A1463-tax,0,0
time,http://www.freeclass.eu/freeclass_v1#C_A1539-gen,0,0
time,http://www.freeclass.eu/freeclass_v1#C_A1844-tax,0,0
time,http://www.freeclass.eu/freeclass_v1#C_A671-tax,0,0
time,http://www.freeclass.eu/freeclass_v1#C_A841-tax,0,0
time,http://www.gsi.dit.upm.es/ontologies/marl/ns#SentimentAnalysis,0,0
time,http://www.loa-cnr.it/ontologies/DUL.owl#TimeInterval,2,2
time,http://www.loria.fr/~coulet/ontology/pato/version1.33/quality.owl#time,3,3
time,http://www.loria.fr/~coulet/ontology/sopharm/version2.0/chebi.owl#CHEBI_35221,0,0
time,http://www.loria.fr/~coulet/ontology/unit/version1.9/unit.owl#centimeter,0,0
time,http://www.loria.fr/~coulet/ontology/unit/version1.9/unit.owl#cubic_centimeter,0,0
time,http://www.loria.fr/~coulet/ontology/unit/version1.9/unit.owl#cubic_centimeter_per_mole,0,0
time,http://www.loria.fr/~coulet/ontology/unit/version1.9/unit.owl#gram_per_cubic_centimeter,0,0
time,http://www.loria.fr/~coulet/ontology/unit/version1.9/unit.owl#square_centimeter,0,0
time,http://www.loria.fr/~coulet/ontology/unit/version1.9/unit.owl#time_derived_unit,1,1
time,http://www.loria.fr/~coulet/ontology/unit/version1.9/unit.owl#time_unit,1.5,2
time,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl#TimeIndexedSituation,1,1
time,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl#TimeInterval,2,2
time,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#TimeInterval,2.5,3
time,http://www.ontotext.com/proton/protonext#DayTime,1,1
time,http://www.ontotext.com/proton/protonext#TimeZone,0,0
time,http://www.ontotext.com/proton/protontop#TimeInterval,2.5,3
time,http://www.openannotation.org/ns/TimeConstraint,1,1
